Student_ID,skills,qualification,experience_level,job_role,skills_encoded,qualification_encoded,experience_level_encoded,job_role_encoded
STU0494,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR,30,16,4,16
STU0495,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,13,2,3,5
STU0496,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,96,2,1,19
STU0497,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,65,13,4,6
STU0498,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager,89,11,3,21
STU0499,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,73,14,1,7
STU0500,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,52,2,4,17
STU0501,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer,34,7,3,23
STU0502,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,80,18,4,2
STU0503,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,39,9,3,19
STU0504,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer,69,2,1,14
STU0505,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,44,17,4,13
STU0506,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer,6,6,3,9
STU0507,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst,86,10,1,7
STU0508,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,16,5,3,15
STU0509,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,2,2,4,10
STU0510,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,62,7,1,20
STU0511,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,79,14,3,8
STU0512,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,92,2,4,4
STU0513,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,81,2,3,12
STU0514,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,37,9,4,3
STU0515,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing,23,8,3,18
STU0516,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,28,16,4,16
STU0517,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,11,2,3,5
STU0518,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer,98,2,1,19
STU0519,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,59,13,4,6
STU0520,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,7,11,3,21
STU0521,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,74,14,4,8
STU0522,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,25,4,1,9
STU0523,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,50,2,3,17
STU0524,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,48,7,1,23
STU0525,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,67,2,3,14
STU0526,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,40,17,4,13
STU0527,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer,20,5,3,15
STU0528,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer,3,2,4,10
STU0529,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,63,7,1,20
STU0530,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer,93,2,3,4
STU0531,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer,83,2,1,12
STU0532,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer,45,9,4,3
STU0533,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing,55,8,3,18
STU0534,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR,30,16,4,16
STU0535,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,13,2,3,5
STU0536,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,96,2,1,19
STU0537,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,65,13,4,6
STU0538,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager,89,11,3,21
STU0539,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,73,14,1,7
STU0540,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,52,2,4,17
STU0541,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer,34,7,3,23
STU0542,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,80,18,4,2
STU0543,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,39,9,3,19
STU0544,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer,69,2,1,14
STU0545,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,44,17,4,13
STU0546,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer,6,6,3,9
STU0547,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst,86,10,1,7
STU0548,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,16,5,3,15
STU0549,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,2,2,4,10
STU0550,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,62,7,1,20
STU0551,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,79,14,3,8
STU0552,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,92,2,4,4
STU0553,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,81,2,3,12
STU0554,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,37,9,4,3
STU0555,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing,23,8,3,18
STU0556,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,28,16,4,16
STU0557,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,11,2,3,5
STU0558,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer,98,2,1,19
STU0559,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,59,13,4,6
STU0560,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,7,11,3,21
STU0561,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,74,14,4,8
STU0562,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,25,4,1,9
STU0563,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,50,2,3,17
STU0564,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,48,7,1,23
STU0565,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,67,2,3,14
STU0566,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,40,17,4,13
STU0567,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer,20,5,3,15
STU0568,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer,3,2,4,10
STU0569,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,63,7,1,20
STU0570,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer,93,2,3,4
STU0571,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer,83,2,1,12
STU0572,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer,45,9,4,3
STU0573,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing,55,8,3,18
STU0574,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR,30,16,4,16
STU0575,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,13,2,3,5
STU0576,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,96,2,1,19
STU0577,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,65,13,4,6
STU0578,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager,89,11,3,21
STU0579,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,73,14,1,7
STU0580,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,52,2,4,17
STU0581,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer,34,7,3,23
STU0582,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,80,18,4,2
STU0583,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,39,9,3,19
STU0584,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer,69,2,1,14
STU0585,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,44,17,4,13
STU0586,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer,6,6,3,9
STU0587,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst,86,10,1,7
STU0588,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,16,5,3,15
STU0589,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,2,2,4,10
STU0590,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,62,7,1,20
STU0591,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,79,14,3,8
STU0592,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,92,2,4,4
STU0593,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,81,2,3,12
STU0594,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,37,9,4,3
STU0595,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing,23,8,3,18
STU0596,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,28,16,4,16
STU0597,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,11,2,3,5
STU0598,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer,98,2,1,19
STU0599,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,59,13,4,6
STU0600,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,7,11,3,21
STU0601,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,74,14,4,8
STU0602,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,25,4,1,9
STU0603,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,50,2,3,17
STU0604,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,48,7,1,23
STU0605,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,67,2,3,14
STU0606,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,40,17,4,13
STU0607,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer,20,5,3,15
STU0608,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer,3,2,4,10
STU0609,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,63,7,1,20
STU0610,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer,93,2,3,4
STU0611,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer,83,2,1,12
STU0612,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer,45,9,4,3
STU0613,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing,55,8,3,18
STU0614,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR,30,16,4,16
STU0615,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,13,2,3,5
STU0616,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,96,2,1,19
STU0617,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,65,13,4,6
STU0618,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager,89,11,3,21
STU0619,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,73,14,1,7
STU0620,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,52,2,4,17
STU0621,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer,34,7,3,23
STU0622,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,80,18,4,2
STU0623,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,39,9,3,19
STU0624,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer,69,2,1,14
STU0625,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,44,17,4,13
STU0626,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer,6,6,3,9
STU0627,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst,86,10,1,7
STU0628,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,16,5,3,15
STU0629,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,2,2,4,10
STU0630,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,62,7,1,20
STU0631,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,79,14,3,8
STU0632,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,92,2,4,4
STU0633,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,81,2,3,12
STU0634,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,37,9,4,3
STU0635,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing,23,8,3,18
STU0636,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,28,16,4,16
STU0637,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,11,2,3,5
STU0638,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer,98,2,1,19
STU0639,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,59,13,4,6
STU0640,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,7,11,3,21
STU0641,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,74,14,4,8
STU0642,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,25,4,1,9
STU0643,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,50,2,3,17
STU0644,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,48,7,1,23
STU0645,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,67,2,3,14
STU0646,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,40,17,4,13
STU0647,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer,20,5,3,15
STU0648,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer,3,2,4,10
STU0649,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,63,7,1,20
STU0650,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer,93,2,3,4
STU0651,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer,83,2,1,12
STU0652,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer,45,9,4,3
STU0653,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing,55,8,3,18
STU0654,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR,30,16,4,16
STU0655,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,13,2,3,5
STU0656,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,96,2,1,19
STU0657,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,65,13,4,6
STU0658,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager,89,11,3,21
STU0659,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,73,14,1,7
STU0660,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,52,2,4,17
STU0661,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer,34,7,3,23
STU0662,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,80,18,4,2
STU0663,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,39,9,3,19
STU0664,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer,69,2,1,14
STU0665,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,44,17,4,13
STU0666,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer,6,6,3,9
STU0667,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst,86,10,1,7
STU0668,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,16,5,3,15
STU0669,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,2,2,4,10
STU0670,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,62,7,1,20
STU0671,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,79,14,3,8
STU0672,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,92,2,4,4
STU0673,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,81,2,3,12
STU0674,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,37,9,4,3
STU0675,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing,23,8,3,18
STU0676,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,28,16,4,16
STU0677,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,11,2,3,5
STU0678,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer,98,2,1,19
STU0679,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,59,13,4,6
STU0680,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,7,11,3,21
STU0681,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,74,14,4,8
STU0682,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,25,4,1,9
STU0683,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,50,2,3,17
STU0684,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,48,7,1,23
STU0685,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,67,2,3,14
STU0686,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,40,17,4,13
STU0687,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer,20,5,3,15
STU0688,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer,3,2,4,10
STU0689,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,63,7,1,20
STU0690,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer,93,2,3,4
STU0691,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer,83,2,1,12
STU0692,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer,45,9,4,3
STU0693,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing,55,8,3,18
STU0694,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR,30,16,4,16
STU0695,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,13,2,3,5
STU0696,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,96,2,1,19
STU0697,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,65,13,4,6
STU0698,"Scrum, Agile, Project Management, Leadership",Master's in Business Administration,Mid,Software Project Manager,90,11,3,21
STU0699,"Python, Pandas, SQL, Data Visualization",Master's in Data Science,Entry,Data Analyst,72,14,1,7
STU0700,"Kubernetes, Helm, AWS, Docker, CI/CD",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,53,2,4,17
STU0701,"HTML, CSS, JavaScript, Angular",Bachelor's in Information Technology,Mid,Web Developer,31,7,3,23
STU0702,"Python, TensorFlow, Deep Learning, NLP",PhD in Artificial Intelligence,Senior,AIML,76,18,4,2
STU0703,"Java, Kotlin, Android Development, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,38,9,3,19
STU0704,"Python, Flask, PostgreSQL, JavaScript",Bachelor's in Computer Science,Entry,Full Stack Python Developer,70,2,1,14
STU0705,"Java, Spring Boot, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,42,17,4,13
STU0706,"Adobe XD, Figma, UI/UX Design, Prototyping",Bachelor's in Graphic Design,Mid,Designer,5,6,3,9
STU0707,"SQL, R, Tableau, Statistics",Bachelor's in Statistics,Entry,Data Analyst,87,10,1,7
STU0708,"C++, Unity, Game Physics, VR Development",Bachelor's in Game Development,Mid,Game Developer,17,5,3,15
STU0709,"AWS, Jenkins, Docker, Ansible",Bachelor's in Computer Science,Senior,DevOps Engineer,1,2,4,10
STU0710,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,62,7,1,20
STU0711,"Python, TensorFlow, Keras, Machine Learning",Master's in Data Science,Mid,Data Scientist,78,14,3,8
STU0712,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,92,2,4,4
STU0713,"React, JavaScript, HTML, CSS, TypeScript",Bachelor's in Computer Science,Mid,Frontend Developer,82,2,3,12
STU0714,"Java, Hibernate, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer,36,9,4,3
STU0715,"Digital Marketing, SEO, Content Creation, Analytics",Bachelor's in Marketing,Mid,Marketing,22,8,3,18
STU0716,"HR Management, Recruitment, Communication",Master's in Human Resources,Senior,HR,27,16,4,16
STU0717,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,11,2,3,5
STU0718,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,96,2,1,19
STU0719,"Network Security, Penetration Testing, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,61,13,4,6
STU0720,"Agile, JIRA, Stakeholder Management, Scrum",Master's in Business Administration,Mid,Software Project Manager,8,11,3,21
STU0721,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,74,14,4,8
STU0722,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,25,4,1,9
STU0723,"Kubernetes, Docker, GCP, Terraform",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,51,2,3,17
STU0724,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,48,7,1,23
STU0725,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,67,2,3,14
STU0726,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,40,17,4,13
STU0727,"C++, Unreal Engine, Game Design, 3D Modeling",Bachelor's in Game Development,Mid,Game Developer,18,5,3,15
STU0728,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer,3,2,4,10
STU0729,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,63,7,1,20
STU0730,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer,93,2,3,4
STU0731,"React, TypeScript, HTML, CSS, Redux",Bachelor's in Computer Science,Entry,Frontend Developer,84,2,1,12
STU0732,"Java, Spring, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,46,9,4,3
STU0733,"Marketing Strategy, SEO, Social Media, PPC",Bachelor's in Marketing,Mid,Marketing,57,8,3,18
STU0734,"HR Policies, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,29,16,4,16
STU0735,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,13,2,3,5
STU0736,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer,98,2,1,19
STU0737,"Network Security, Ethical Hacking, Firewalls",Master's in Cybersecurity,Senior,Cybersecurity Engineer,58,13,4,6
STU0738,"Agile, Scrum, Project Management, Leadership",Master's in Business Administration,Mid,Software Project Manager,9,11,3,21
